index  ,num_passengers,sales_channel,trip_type,purchase_lead,length_of_stay,flight_hour,flight_day,route,booking_origin,wants_extra_baggage,wants_preferred_seat,wants_in_flight_meals,flight_duration,booking_complete
27641,1,Internet,RoundTrip,75,3,14,Sun,HKTKIX,Japan,0,0,0,7,1
27642,1,Mobile,RoundTrip,38,3,6,Fri,HKTKIX,Japan,1,0,0,7,0
27643,2,Internet,RoundTrip,214,3,11,Sat,HKTKIX,Japan,1,1,1,7,0
27644,2,Internet,RoundTrip,67,3,13,Tue,HKTKIX,Japan,0,0,0,7,0
27645,1,Internet,RoundTrip,11,3,8,Wed,HKTKIX,Japan,0,0,0,7,0
27646,1,Internet,RoundTrip,326,3,17,Sat,HKTKIX,Japan,0,0,1,7,0
27647,2,Internet,RoundTrip,59,3,7,Sun,HKTKIX,Japan,1,1,0,7,0
27648,1,Internet,RoundTrip,84,3,14,Mon,HKTKIX,Japan,0,1,0,7,0
27649,2,Mobile,RoundTrip,11,3,9,Thu,HKTKIX,Japan,1,0,0,7,0
27650,1,Internet,RoundTrip,75,3,14,Sun,HKTKIX,Japan,0,0,0,7,1
27651,2,Internet,RoundTrip,96,3,7,Sat,HKTKIX,Japan,1,1,1,7,0
27652,1,Internet,RoundTrip,45,3,22,Thu,HKTKIX,Japan,0,0,0,7,0
27653,2,Internet,RoundTrip,13,3,18,Fri,HKTKIX,Japan,1,1,0,7,0
27654,2,Mobile,RoundTrip,21,3,3,Thu,HKTKIX,Japan,1,0,0,7,0
27655,2,Internet,RoundTrip,7,3,14,Wed,HKTKIX,Japan,1,1,0,7,1
27656,2,Mobile,RoundTrip,48,3,14,Mon,HKTKIX,Japan,1,0,0,7,0
27657,1,Internet,RoundTrip,44,3,10,Tue,HKTKIX,Thailand,0,0,0,7,0
27658,2,Internet,RoundTrip,19,3,10,Wed,HKTKIX,Japan,0,1,1,7,0
27659,1,Internet,RoundTrip,28,3,9,Thu,HKTKIX,Thailand,1,1,1,7,0
27660,3,Mobile,RoundTrip,30,3,15,Tue,HKTKIX,Japan,1,0,1,7,0
27661,2,Internet,RoundTrip,55,3,17,Fri,HKTKIX,Japan,0,0,0,7,0
27662,2,Internet,RoundTrip,7,3,10,Thu,HKTMEL,Australia,0,0,1,8.83,0
27663,1,Internet,RoundTrip,34,3,1,Tue,HKTMEL,Australia,1,0,0,8.83,0
27664,1,Internet,RoundTrip,134,3,2,Tue,HKTMEL,Australia,0,1,0,8.83,0
27665,1,Internet,RoundTrip,253,3,10,Wed,HKTMEL,Malaysia,0,0,1,8.83,0
27666,2,Internet,RoundTrip,238,3,8,Thu,HKTMEL,Australia,0,0,0,8.83,0
27667,1,Internet,RoundTrip,1,3,15,Wed,HKTOOL,Australia,0,0,1,8.83,0
27668,3,Internet,RoundTrip,9,3,3,Tue,HKTOOL,Thailand,1,1,0,8.83,0
27669,1,Mobile,RoundTrip,30,3,7,Tue,HKTOOL,Australia,0,0,0,8.83,0
27670,1,Internet,RoundTrip,7,3,1,Tue,HKTOOL,Australia,0,0,0,8.83,0
27671,1,Internet,RoundTrip,186,3,11,Wed,HKTPEK,China,0,0,0,6.42,0
27672,1,Internet,RoundTrip,172,3,7,Mon,HKTPER,Australia,0,0,1,5.62,0
27673,2,Internet,RoundTrip,49,3,3,Mon,HKTPER,Australia,0,0,1,5.62,0
27674,1,Internet,RoundTrip,177,3,15,Wed,HKTPER,Australia,0,1,1,5.62,0
27675,1,Internet,RoundTrip,9,3,15,Tue,HKTPER,Australia,0,0,0,5.62,0
27676,1,Internet,RoundTrip,5,3,13,Sun,HKTPER,Australia,0,0,1,5.62,0
27677,1,Internet,RoundTrip,5,3,9,Fri,HKTPER,Australia,0,0,0,5.62,0
27678,2,Internet,RoundTrip,285,3,3,Thu,HKTPUS,Thailand,1,0,0,6.33,1
27679,4,Internet,RoundTrip,174,3,3,Thu,HKTPUS,South Korea,1,0,0,6.33,0
27680,2,Internet,RoundTrip,95,3,3,Thu,HKTPUS,South Korea,0,0,0,6.33,0
27681,2,Internet,RoundTrip,38,3,8,Fri,HKTPUS,South Korea,0,1,1,6.33,0
27682,1,Internet,RoundTrip,40,3,7,Thu,HKTPUS,Thailand,0,1,1,6.33,0
27683,1,Internet,RoundTrip,105,3,2,Wed,HKTPUS,South Korea,1,0,1,6.33,0
27684,2,Internet,OneWay,43,3,15,Sun,HKTPUS,South Korea,1,0,0,6.33,0
27685,2,Mobile,RoundTrip,13,3,1,Tue,HKTPUS,South Korea,1,0,0,6.33,0
27686,6,Internet,RoundTrip,117,3,12,Fri,HKTPUS,South Korea,1,0,1,6.33,0
27687,2,Internet,RoundTrip,80,3,7,Sun,HKTPUS,South Korea,1,1,1,6.33,0
27688,1,Internet,RoundTrip,26,3,1,Thu,HKTPVG,(not set),0,0,0,5.33,0
27689,1,Internet,RoundTrip,241,3,2,Sat,HKTPVG,China,0,0,0,5.33,0
27690,2,Internet,RoundTrip,313,3,5,Sun,HKTPVG,Thailand,1,0,0,5.33,0
27691,2,Internet,RoundTrip,238,3,9,Thu,HKTSYD,Australia,1,0,0,8.58,0
27692,1,Internet,RoundTrip,72,3,8,Tue,HKTSYD,Australia,0,1,0,8.58,0
27693,1,Internet,RoundTrip,100,3,0,Wed,HKTSYD,Australia,0,0,0,8.58,0
27694,1,Internet,RoundTrip,30,3,7,Tue,HKTSYD,Australia,1,1,1,8.58,0
27695,1,Internet,RoundTrip,61,3,1,Sat,HKTSYD,Singapore,1,0,0,8.58,0
27696,2,Internet,RoundTrip,137,3,6,Sun,HKTSYD,Australia,1,0,0,8.58,0
27697,1,Internet,RoundTrip,44,3,6,Tue,HKTSYD,Thailand,1,0,0,8.58,0
27698,2,Internet,RoundTrip,62,3,13,Fri,HKTSYD,Australia,0,1,0,8.58,0
27699,1,Internet,RoundTrip,36,3,12,Wed,HKTSYD,Australia,1,0,0,8.58,0
27700,1,Internet,RoundTrip,24,3,12,Tue,HKTSYD,Australia,0,0,0,8.58,0
27701,1,Internet,RoundTrip,2,3,13,Sat,HKTSYD,Australia,0,0,0,8.58,0
27702,1,Internet,RoundTrip,2,3,13,Wed,HKTSYD,Australia,0,0,0,8.58,0
27703,2,Internet,RoundTrip,19,3,3,Sat,HKTSYD,Australia,0,1,1,8.58,0
27704,1,Internet,RoundTrip,19,3,5,Sat,HKTSYD,Australia,0,0,0,8.58,0
27705,1,Internet,RoundTrip,135,3,9,Tue,HKTSYD,Australia,0,0,1,8.58,0
27706,1,Internet,RoundTrip,2,3,1,Wed,HKTTPE,Taiwan,0,0,0,4.67,0
27707,1,Mobile,RoundTrip,2,3,15,Wed,HKTTPE,South Korea,0,1,0,4.67,1
27708,1,Internet,RoundTrip,17,3,2,Thu,HKTTPE,Taiwan,0,0,0,4.67,0
27709,1,Internet,RoundTrip,31,3,5,Fri,HKTTPE,Taiwan,1,1,1,4.67,0
27710,1,Internet,RoundTrip,32,3,15,Tue,HNDIKA,Japan,0,0,0,8.15,0
27711,2,Internet,RoundTrip,45,3,8,Mon,HNDKBR,Malaysia,1,1,1,7.57,1
27712,3,Internet,RoundTrip,81,3,16,Tue,HNDKBR,Malaysia,1,1,1,7.57,0
27713,1,Internet,RoundTrip,0,3,1,Sun,HNDKBV,Japan,0,0,1,7.57,0
27714,1,Internet,RoundTrip,15,3,3,Thu,HNDKCH,Malaysia,1,1,0,7.57,1
27715,2,Internet,RoundTrip,105,3,22,Wed,HNDKCH,Japan,1,1,1,7.57,1
27716,2,Internet,RoundTrip,27,3,1,Tue,HNDKCH,Japan,0,0,0,7.57,1
27717,1,Internet,RoundTrip,33,3,15,Thu,HNDKCH,Malaysia,1,1,1,7.57,0
27718,1,Internet,RoundTrip,18,3,15,Mon,HNDLGK,Japan,0,0,0,7.57,0
27719,1,Internet,RoundTrip,15,3,14,Wed,HNDLGK,Japan,1,1,0,7.57,0
27720,1,Internet,RoundTrip,19,3,4,Fri,HNDLGK,Japan,1,1,0,7.57,0
27721,2,Internet,RoundTrip,34,3,13,Wed,HNDLGK,Japan,1,1,1,7.57,0
27722,1,Mobile,RoundTrip,142,3,4,Tue,HNDLGK,Japan,0,1,1,7.57,0
27723,1,Internet,RoundTrip,94,3,3,Tue,HNDLGK,Japan,0,0,0,7.57,0
27724,1,Internet,RoundTrip,172,3,14,Thu,HNDLGK,Japan,0,0,0,7.57,0
27725,1,Internet,RoundTrip,146,3,11,Fri,HNDLGK,Japan,1,0,0,7.57,0
27726,1,Mobile,RoundTrip,20,3,16,Fri,HNDLGK,Japan,0,0,1,7.57,0
27727,2,Internet,RoundTrip,270,3,0,Sun,HNDLGK,Japan,0,0,0,7.57,0
27728,2,Mobile,RoundTrip,99,3,14,Sun,HNDLGK,Japan,0,1,0,7.57,0
27729,1,Internet,RoundTrip,54,3,16,Sat,HNDLGK,Japan,1,1,0,7.57,0
27730,4,Internet,RoundTrip,53,3,3,Mon,HNDLGK,Japan,0,0,0,7.57,0
27731,2,Internet,RoundTrip,68,3,2,Sun,HNDLGK,Japan,0,1,1,7.57,0
27732,1,Internet,RoundTrip,279,3,14,Tue,HNDLGK,Japan,0,1,1,7.57,0
27733,1,Internet,RoundTrip,65,3,14,Wed,HNDLGK,Japan,0,1,0,7.57,0
27734,3,Internet,RoundTrip,31,3,13,Tue,HNDLGK,Japan,0,0,0,7.57,0
27735,1,Mobile,RoundTrip,15,3,11,Wed,HNDLGK,Japan,1,0,0,7.57,0
27736,1,Internet,RoundTrip,18,3,4,Fri,HNDLGK,Japan,1,1,1,7.57,1
27737,2,Internet,RoundTrip,99,3,15,Thu,HNDLGK,Japan,1,1,1,7.57,0
27738,1,Internet,RoundTrip,214,3,13,Mon,HNDLGK,Japan,0,0,0,7.57,0
27739,1,Mobile,RoundTrip,210,3,9,Fri,HNDLGK,Japan,0,0,0,7.57,0
27740,1,Internet,RoundTrip,172,3,13,Thu,HNDLGK,Japan,0,0,0,7.57,0
27741,1,Internet,RoundTrip,144,3,11,Sun,HNDLGK,Japan,0,0,0,7.57,0
27742,1,Internet,RoundTrip,62,3,12,Fri,HNDMEL,Australia,0,0,0,8.83,1
27743,2,Mobile,RoundTrip,93,3,3,Fri,HNDMEL,Japan,0,0,0,8.83,0
27744,1,Internet,RoundTrip,7,3,3,Fri,HNDMEL,Japan,0,0,1,8.83,1
27745,1,Mobile,RoundTrip,15,3,14,Fri,HNDMEL,Japan,0,1,0,8.83,0
27746,1,Internet,RoundTrip,24,3,15,Sun,HNDMLE,Japan,0,1,0,7.57,0
27747,1,Internet,RoundTrip,24,3,15,Sun,HNDMLE,Japan,0,1,0,7.57,0
27748,1,Internet,RoundTrip,1,3,3,Wed,HNDPEN,Japan,0,0,0,7.57,0
27749,2,Internet,RoundTrip,39,3,10,Mon,HNDPEN,Japan,1,1,1,7.57,0
27750,2,Internet,RoundTrip,91,3,7,Sat,HNDPEN,Malaysia,0,0,0,7.57,1
27751,1,Mobile,RoundTrip,26,3,4,Wed,HNDPEN,Malaysia,0,1,0,7.57,0
27752,1,Internet,RoundTrip,89,3,6,Fri,HNDPEN,Malaysia,1,0,0,7.57,1
27753,3,Internet,RoundTrip,14,3,3,Fri,HNDPEN,Malaysia,0,0,0,7.57,0
27754,1,Internet,RoundTrip,5,3,0,Mon,HNDPEN,Japan,0,0,1,7.57,0
27755,1,Internet,RoundTrip,24,3,2,Mon,HNDPEN,Singapore,0,1,1,7.57,0
27756,1,Internet,RoundTrip,0,3,9,Fri,HNDPEN,Japan,0,1,0,7.57,0
27757,2,Internet,RoundTrip,14,3,4,Fri,HNDPEN,Malaysia,1,0,0,7.57,0
27758,1,Mobile,RoundTrip,405,3,23,Sat,HNDPEN,Japan,0,0,0,7.57,0
27759,1,Internet,RoundTrip,0,3,3,Tue,HNDPEN,Japan,0,0,0,7.57,0
27760,1,Internet,RoundTrip,52,3,13,Wed,HNDPEN,Malaysia,0,0,0,7.57,1
27761,1,Internet,RoundTrip,5,3,8,Sun,HNDPEN,Japan,0,0,1,7.57,0
27762,2,Mobile,RoundTrip,35,3,9,Thu,HNDPEN,Japan,1,1,1,7.57,0
27763,1,Mobile,RoundTrip,68,3,14,Sat,HNDPEN,Japan,0,1,1,7.57,0
27764,1,Mobile,RoundTrip,3,3,1,Thu,HNDPEN,Malaysia,0,1,0,7.57,0
27765,1,Internet,RoundTrip,158,3,1,Wed,HNDPEN,Japan,0,0,0,7.57,0
27766,2,Mobile,RoundTrip,58,3,23,Tue,HNDPEN,Japan,0,0,0,7.57,0
27767,3,Internet,RoundTrip,42,3,14,Tue,HNDPEN,Japan,1,0,0,7.57,1
27768,1,Internet,RoundTrip,54,3,10,Sun,HNDPEN,Japan,0,1,0,7.57,0
27769,3,Internet,RoundTrip,56,3,6,Mon,HNDPEN,Japan,1,1,1,7.57,0
27770,1,Mobile,RoundTrip,3,3,4,Sun,HNDPEN,Japan,0,0,0,7.57,0
27771,2,Internet,RoundTrip,50,3,16,Tue,HNDPEN,Japan,1,0,0,7.57,0
27772,1,Internet,RoundTrip,70,3,6,Fri,HNDPEN,Japan,0,0,0,7.57,1
27773,2,Mobile,RoundTrip,54,3,7,Sun,HNDPEN,Japan,1,1,1,7.57,0
27774,2,Internet,RoundTrip,12,3,1,Sat,HNDPEN,Japan,0,0,0,7.57,1
27775,2,Mobile,RoundTrip,59,3,10,Mon,HNDPEN,Japan,0,0,0,7.57,0
27776,1,Internet,RoundTrip,7,3,8,Tue,HNDPEN,Malaysia,1,0,0,7.57,0
27777,1,Internet,RoundTrip,138,3,11,Sun,HNDPEN,Japan,0,0,0,7.57,0
27778,1,Internet,RoundTrip,79,3,9,Tue,HNDPEN,Malaysia,0,0,0,7.57,0
27779,1,Mobile,RoundTrip,48,3,0,Fri,HNDPEN,Malaysia,1,0,0,7.57,0
27780,2,Mobile,RoundTrip,59,3,11,Mon,HNDPEN,Japan,0,0,0,7.57,0
27781,1,Internet,RoundTrip,41,3,16,Sat,HNDPEN,Japan,0,1,0,7.57,1
27782,1,Mobile,RoundTrip,118,3,13,Sat,HNDPEN,Malaysia,1,1,1,7.57,0
27783,1,Internet,RoundTrip,36,3,17,Fri,HNDPEN,Japan,0,1,1,7.57,1
27784,1,Internet,RoundTrip,3,3,2,Mon,HNDPEN,Japan,1,0,0,7.57,1
27785,1,Internet,RoundTrip,13,3,15,Tue,HNDPEN,Japan,1,0,0,7.57,1
27786,2,Internet,RoundTrip,20,3,4,Sat,HNDPEN,Japan,1,0,0,7.57,0
27787,2,Internet,RoundTrip,17,3,8,Tue,HNDPEN,Malaysia,1,1,1,7.57,0
27788,1,Mobile,RoundTrip,36,3,5,Mon,HNDPEN,Japan,1,1,1,7.57,0
27789,1,Mobile,RoundTrip,26,3,4,Wed,HNDPEN,Malaysia,0,1,0,7.57,0
27790,1,Internet,RoundTrip,13,3,11,Wed,HNDPEN,Japan,0,0,0,7.57,0
27791,1,Internet,RoundTrip,7,3,15,Thu,HNDPEN,Japan,0,1,1,7.57,0
27792,2,Internet,RoundTrip,85,3,13,Tue,HNDPEN,Japan,0,1,1,7.57,0
27793,1,Internet,RoundTrip,34,3,11,Sat,HNDPEN,Malaysia,1,0,0,7.57,0
27794,2,Internet,RoundTrip,27,3,7,Sat,HNDPEN,Japan,0,0,1,7.57,0
27795,2,Internet,RoundTrip,38,3,3,Mon,HNDPEN,Japan,1,0,0,7.57,0
27796,1,Mobile,RoundTrip,79,3,22,Wed,HNDPEN,Japan,0,0,0,7.57,0
27797,1,Internet,RoundTrip,61,3,1,Sun,HNDPEN,Japan,0,1,1,7.57,0
27798,1,Mobile,RoundTrip,45,3,15,Tue,HNDPEN,Japan,0,0,0,7.57,0
27799,2,Internet,RoundTrip,93,3,14,Mon,HNDPEN,Japan,1,1,1,7.57,0
27800,2,Internet,RoundTrip,32,3,14,Sun,HNDPEN,Japan,1,1,0,7.57,0
27801,2,Internet,RoundTrip,8,3,6,Fri,HNDPEN,Japan,1,1,0,7.57,1
27802,1,Internet,RoundTrip,135,3,11,Wed,HNDPEN,Japan,0,1,1,7.57,1
27803,1,Internet,RoundTrip,32,3,1,Fri,HNDPEN,Malaysia,1,0,1,7.57,1
27804,1,Internet,RoundTrip,34,3,11,Thu,HNDPEN,Japan,1,0,0,7.57,1
27805,1,Internet,RoundTrip,40,3,10,Sat,HNDPEN,Malaysia,1,0,0,7.57,1
27806,1,Internet,RoundTrip,249,3,5,Mon,HNDPEN,Japan,0,0,0,7.57,0
27807,3,Internet,RoundTrip,85,3,9,Tue,HNDPEN,Malaysia,1,0,0,7.57,0
27808,1,Internet,RoundTrip,7,3,8,Thu,HNDPEN,Japan,0,0,0,7.57,0
27809,1,Internet,RoundTrip,397,3,15,Sun,HNDPEN,Japan,0,1,1,7.57,0
27810,2,Internet,RoundTrip,25,3,13,Sun,HNDPEN,Japan,0,1,0,7.57,0
27811,1,Internet,RoundTrip,25,3,13,Sun,HNDPEN,Japan,0,1,1,7.57,0
27812,4,Internet,RoundTrip,44,3,12,Wed,HNDPEN,Japan,0,0,1,7.57,0
27813,1,Internet,RoundTrip,103,3,12,Sun,HNDPEN,Japan,0,0,0,7.57,0
27814,1,Internet,RoundTrip,166,3,6,Mon,HNDPER,Australia,1,1,0,7.57,0
27815,1,Mobile,RoundTrip,21,3,17,Sat,HNDPER,Japan,1,0,1,7.57,0
27816,1,Internet,RoundTrip,13,3,9,Wed,HNDPER,Australia,1,1,1,7.57,0
27817,1,Internet,RoundTrip,31,3,11,Tue,HNDPER,Japan,0,1,1,7.57,0
27818,1,Internet,RoundTrip,331,3,5,Tue,HNDPER,Japan,0,0,0,7.57,0
27819,1,Internet,RoundTrip,166,3,6,Mon,HNDPER,Australia,1,1,0,7.57,0
27820,1,Mobile,RoundTrip,4,3,13,Wed,HNDPNH,Japan,0,0,0,7.57,0
27821,1,Internet,RoundTrip,263,3,16,Sun,HNDPNH,Japan,0,0,0,7.57,0
27822,1,Internet,RoundTrip,126,3,14,Thu,HNDREP,Japan,1,1,1,7.57,0
27823,1,Internet,RoundTrip,266,3,14,Thu,HNDREP,Japan,0,1,0,7.57,0
27824,2,Mobile,RoundTrip,249,3,1,Mon,HNDREP,Japan,0,0,0,7.57,0
27825,2,Internet,RoundTrip,53,3,14,Thu,HNDREP,Japan,0,0,0,7.57,1
27826,1,Mobile,RoundTrip,72,3,9,Tue,HNDREP,Japan,1,1,1,7.57,0
27827,2,Internet,RoundTrip,214,3,12,Mon,HNDREP,Japan,1,1,1,7.57,0
27828,1,Internet,RoundTrip,197,3,15,Wed,HNDREP,Japan,0,1,1,7.57,0
27829,2,Internet,RoundTrip,299,3,1,Sat,HNDREP,Japan,1,1,1,7.57,0
27830,1,Internet,RoundTrip,10,3,5,Mon,HNDREP,Japan,0,0,1,7.57,0
27831,1,Internet,RoundTrip,1,3,21,Tue,HNDREP,Japan,0,0,0,7.57,0
27832,1,Internet,RoundTrip,251,3,12,Sat,HNDRGN,Japan,0,0,1,7.57,0
27833,1,Internet,RoundTrip,15,3,1,Wed,HNDRGN,Myanmar (Burma),1,0,0,7.57,0
27834,2,Internet,RoundTrip,7,3,7,Wed,HNDSBW,Japan,0,0,0,7.57,0
27835,1,Mobile,RoundTrip,9,3,9,Sat,HNDSBW,Japan,0,1,1,7.57,0
27836,1,Internet,RoundTrip,9,3,1,Fri,HNDSGN,Japan,0,0,0,7.57,0
27837,2,Internet,RoundTrip,235,3,14,Sun,HNDSGN,Japan,0,0,0,7.57,0
27838,1,Internet,RoundTrip,30,3,13,Tue,HNDSGN,Japan,0,0,0,7.57,0
27839,1,Internet,RoundTrip,318,3,16,Tue,HNDSGN,Japan,0,0,1,7.57,0
27840,1,Mobile,RoundTrip,334,3,14,Sun,HNDSGN,Japan,0,1,0,7.57,0
27841,1,Internet,RoundTrip,87,3,16,Mon,HNDSGN,Japan,0,0,1,7.57,0
27842,1,Internet,RoundTrip,10,3,10,Tue,HNDSGN,Japan,0,0,0,7.57,1
27843,2,Internet,RoundTrip,178,3,6,Mon,HNDSGN,Japan,0,1,0,7.57,0
27844,1,Internet,RoundTrip,232,3,5,Thu,HNDSGN,Vietnam,0,0,0,7.57,0
27845,1,Internet,RoundTrip,269,3,13,Tue,HNDSGN,Japan,0,1,0,7.57,0
27846,1,Internet,RoundTrip,44,3,15,Sun,HNDSIN,Japan,0,0,0,7.57,0
27847,2,Internet,RoundTrip,210,3,11,Mon,HNDSIN,Japan,0,0,0,7.57,0
27848,2,Internet,RoundTrip,256,3,16,Mon,HNDSIN,Japan,0,1,1,7.57,0
27849,1,Internet,RoundTrip,3,3,12,Sun,HNDSIN,Japan,0,0,0,7.57,0
27850,1,Internet,RoundTrip,201,3,18,Thu,HNDSIN,Japan,0,0,1,7.57,0
27851,1,Mobile,RoundTrip,248,3,7,Mon,HNDSIN,Japan,0,0,0,7.57,0
27852,1,Mobile,RoundTrip,29,3,15,Sun,HNDSIN,Japan,1,1,0,7.57,0
27853,1,Internet,RoundTrip,1,3,12,Sat,HNDSIN,Japan,1,1,1,7.57,0
27854,1,Internet,RoundTrip,69,3,4,Mon,HNDSIN,Singapore,0,1,0,7.57,0
27855,1,Mobile,RoundTrip,24,3,8,Tue,HNDSIN,Japan,1,0,1,7.57,0
27856,2,Mobile,RoundTrip,66,3,0,Tue,HNDSIN,Japan,0,1,0,7.57,0
27857,1,Mobile,RoundTrip,18,3,12,Sun,HNDSIN,Japan,1,0,0,7.57,0
27858,1,Internet,RoundTrip,12,3,6,Sun,HNDSIN,Japan,0,0,0,7.57,0
27859,1,Internet,RoundTrip,14,3,0,Thu,HNDSIN,Japan,1,0,1,7.57,0
27860,1,Mobile,RoundTrip,44,3,16,Wed,HNDSIN,Japan,0,1,0,7.57,0
27861,1,Mobile,RoundTrip,54,3,14,Sat,HNDSIN,Japan,1,1,1,7.57,0
27862,1,Internet,RoundTrip,13,3,13,Fri,HNDSIN,Japan,0,1,0,7.57,0
27863,2,Internet,RoundTrip,53,3,13,Sun,HNDSIN,Japan,0,0,0,7.57,0
27864,1,Internet,RoundTrip,48,3,13,Sat,HNDSIN,Japan,0,0,1,7.57,0
27865,2,Internet,RoundTrip,46,3,14,Sun,HNDSIN,Japan,0,0,0,7.57,0
27866,2,Internet,RoundTrip,209,3,14,Fri,HNDSIN,Japan,0,0,0,7.57,0
27867,1,Internet,RoundTrip,28,3,9,Fri,HNDSIN,Singapore,1,1,0,7.57,0
27868,1,Internet,RoundTrip,36,3,6,Thu,HNDSIN,Japan,0,0,0,7.57,1
27869,1,Internet,RoundTrip,9,3,6,Mon,HNDSIN,Singapore,0,0,0,7.57,0
27870,1,Internet,RoundTrip,64,3,13,Thu,HNDSIN,France,1,0,1,7.57,0
27871,1,Mobile,RoundTrip,266,3,0,Fri,HNDSIN,Japan,0,0,0,7.57,0
27872,1,Internet,RoundTrip,183,3,17,Wed,HNDSIN,Japan,0,1,0,7.57,0
27873,1,Internet,RoundTrip,56,3,11,Fri,HNDSIN,Japan,1,0,0,7.57,0
27874,1,Internet,RoundTrip,94,3,6,Tue,HNDSIN,Japan,0,1,0,7.57,0
27875,1,Internet,RoundTrip,9,3,8,Mon,HNDSIN,Singapore,1,1,1,7.57,0
27876,1,Internet,RoundTrip,43,3,6,Thu,HNDSIN,Japan,1,0,0,7.57,0
27877,1,Internet,RoundTrip,69,3,15,Fri,HNDSIN,Japan,0,0,0,7.57,0
27878,1,Mobile,RoundTrip,24,3,8,Tue,HNDSIN,Japan,1,0,1,7.57,0
27879,1,Internet,RoundTrip,82,3,18,Sat,HNDSIN,Japan,1,1,1,7.57,0
27880,1,Internet,RoundTrip,6,3,3,Thu,HNDSIN,Japan,1,1,1,7.57,0
27881,1,Internet,RoundTrip,54,3,13,Sat,HNDSIN,Japan,0,1,0,7.57,0
27882,1,Internet,RoundTrip,68,3,6,Sat,HNDSIN,Singapore,1,0,1,7.57,1
27883,1,Internet,RoundTrip,55,3,2,Sat,HNDSIN,Japan,0,0,1,7.57,0
27884,1,Internet,RoundTrip,134,3,16,Sun,HNDSIN,Japan,0,1,0,7.57,1
27885,1,Mobile,RoundTrip,144,3,14,Sun,HNDSIN,Japan,0,0,0,7.57,0
27886,3,Internet,RoundTrip,138,3,14,Sun,HNDSIN,Japan,0,0,1,7.57,0
27887,1,Internet,RoundTrip,135,3,1,Tue,HNDSIN,Japan,0,0,0,7.57,0
27888,2,Internet,RoundTrip,334,3,0,Sun,HNDSIN,Japan,0,0,0,7.57,0
27889,1,Internet,RoundTrip,67,3,2,Mon,HNDSIN,Japan,1,1,0,7.57,0
27890,1,Internet,RoundTrip,5,3,11,Mon,HNDSIN,Japan,1,0,0,7.57,1
27891,2,Internet,RoundTrip,165,3,6,Mon,HNDSIN,Japan,0,0,0,7.57,0
27892,1,Internet,RoundTrip,10,3,11,Tue,HNDSIN,Japan,0,0,1,7.57,0
27893,2,Mobile,RoundTrip,68,3,15,Sun,HNDSIN,Japan,0,1,1,7.57,0
27894,2,Internet,RoundTrip,85,3,12,Wed,HNDSIN,Japan,0,0,1,7.57,0
27895,1,Internet,RoundTrip,162,3,5,Thu,HNDSIN,Japan,0,1,1,7.57,0
27896,2,Mobile,RoundTrip,104,3,6,Sat,HNDSIN,Japan,0,0,0,7.57,0
27897,1,Internet,RoundTrip,6,3,8,Sat,HNDSIN,Japan,1,1,1,7.57,0
27898,1,Internet,RoundTrip,66,3,11,Tue,HNDSIN,Japan,0,0,0,7.57,0
27899,2,Internet,RoundTrip,26,3,9,Fri,HNDSIN,Japan,1,1,0,7.57,0
27900,2,Internet,RoundTrip,25,3,5,Mon,HNDSIN,Japan,1,0,0,7.57,0
27901,1,Internet,RoundTrip,0,3,8,Wed,HNDSIN,Japan,0,0,0,7.57,0
27902,1,Internet,RoundTrip,1,3,10,Fri,HNDSIN,Japan,1,0,0,7.57,0
27903,1,Internet,RoundTrip,4,3,14,Tue,HNDSIN,Japan,0,1,0,7.57,0
27904,1,Internet,RoundTrip,26,3,14,Sat,HNDSIN,Japan,1,0,1,7.57,0
27905,1,Internet,RoundTrip,29,3,14,Mon,HNDSIN,Japan,0,0,0,7.57,1
27906,2,Internet,RoundTrip,8,3,11,Sun,HNDSIN,Japan,0,1,1,7.57,0
27907,1,Internet,RoundTrip,397,3,15,Sun,HNDSIN,Japan,0,0,0,7.57,0
27908,1,Internet,RoundTrip,52,3,9,Mon,HNDSIN,Japan,0,0,0,7.57,1
27909,1,Internet,RoundTrip,6,3,5,Sat,HNDSIN,Singapore,1,0,0,7.57,0
27910,1,Internet,RoundTrip,143,3,9,Mon,HNDSIN,Singapore,0,0,1,7.57,1
27911,1,Mobile,RoundTrip,18,3,9,Thu,HNDSIN,Japan,0,0,0,7.57,0
27912,2,Internet,RoundTrip,58,3,3,Wed,HNDSIN,Japan,0,0,0,7.57,0
27913,1,Internet,RoundTrip,160,3,14,Sat,HNDSIN,Japan,0,1,0,7.57,0
27914,1,Internet,RoundTrip,215,3,17,Wed,HNDSIN,Japan,1,0,1,7.57,0
27915,1,Internet,RoundTrip,17,3,12,Mon,HNDSIN,Japan,0,0,1,7.57,0
27916,1,Internet,RoundTrip,26,3,4,Sat,HNDSIN,Japan,0,0,0,7.57,0
27917,2,Internet,RoundTrip,27,3,10,Sat,HNDSIN,Japan,0,0,0,7.57,0
27918,2,Internet,RoundTrip,82,3,7,Sun,HNDSIN,Japan,0,0,0,7.57,0
27919,2,Internet,RoundTrip,43,3,15,Tue,HNDSIN,Japan,1,0,0,7.57,0
27920,1,Internet,RoundTrip,52,3,14,Tue,HNDSUB,Japan,0,0,1,7.57,1
27921,1,Internet,RoundTrip,7,3,10,Thu,HNDSUB,Indonesia,1,1,1,7.57,1
27922,1,Internet,RoundTrip,31,3,13,Mon,HNDSUB,Japan,0,1,1,7.57,0
